,gin,vermouth rosso,campari,tonic,bourbon,sugar cube,bitters,water,rye whiskey,espresso,coffee liqueur,vodka.,vermouth,orange bitters,lemon juice,whiskey,egg white,orange peel,tequila,orange liqueur,sweet vermouth,angostura bitters,lemon peel,lime juice,syrup,mint leaves,white rum,peach schnapps,orange juice,pineapple juice,vodka,cranberry juice,raspberry liqueur,prosecco,aperol,soda water,triple sec,bourbon whiskey,angostura bitter,claret wine,rum,coconut juice,scotch,honey-ginger syrup,blended scotch,ice,tomato juice,tabasco,salt,black pepper,ginger beer,raspberry syrup,dark rum,orgeat,grapefruit juice,pisco,cognac,liqueur,blackberries
claret wine,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.2017241379310345,0.1,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483
rum,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.33735632183908043,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.1,0.33735632183908043,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126
coconut juice,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.33735632183908043,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.33735632183908043,0.1,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126
scotch,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.1,0.2525862068965517,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724
honey-ginger syrup,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.1,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724
blended scotch,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.2525862068965517,0.1,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724
ice,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.06014198782961461,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.06014198782961461,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.11896551724137931,0.06014198782961461,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.11896551724137931,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.1,0.06014198782961461,0.06014198782961461,0.11896551724137931,0.06014198782961461,0.06014198782961461,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.06014198782961461,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988,0.0013184584178498988
tomato juice,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.14359605911330048,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.14359605911330048,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.14359605911330048,0.1,0.14359605911330048,0.14359605911330048,0.14359605911330048,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352
tabasco,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.14359605911330048,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.14359605911330048,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.14359605911330048,0.14359605911330048,0.1,0.14359605911330048,0.14359605911330048,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352
salt,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.07785145888594165,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.07785145888594165,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.07785145888594165,0.07785145888594165,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.07785145888594165,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.15477453580901857,0.07785145888594165,0.07785145888594165,0.1,0.07785145888594165,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.07785145888594165,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216,0.0009283819628647216
black pepper,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.14359605911330048,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.14359605911330048,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.14359605911330048,0.14359605911330048,0.14359605911330048,0.14359605911330048,0.1,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352,0.0007389162561576352
ginger beer,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.1,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724
raspberry syrup,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.1,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724
dark rum,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.1,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483
orgeat,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.1,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483
grapefruit juice,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.16781609195402297,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.16781609195402297,0.16781609195402297,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.16781609195402297,0.0011494252873563216,0.0011494252873563216,0.16781609195402297,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.1,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216,0.0011494252873563216
pisco,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.2017241379310345,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.001724137931034483,0.1,0.001724137931034483,0.001724137931034483,0.001724137931034483
cognac,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.2525862068965517,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.1,0.2525862068965517,0.002586206896551724
liqueur,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.12758620689655173,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.12758620689655173,0.12758620689655173,0.12758620689655173,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.12758620689655173,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.002586206896551724,0.12758620689655173,0.1,0.002586206896551724
blackberries,0.33735632183908043,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.33735632183908043,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.004022988505747126,0.1
